,Unnamed: 0,beach_id,beach_slope_average,width_ci_average,quality_flag,mstr,hsig_median,prc_mstr_obs,min_tide_obs,max_tide_obs,sl_points_average,beach_length,coastal_region,primary_comp_id,secondary_comp_id,d50,distance_to_sample,latitude,longitude,hs_mean,hs_max,tp,dir,Wdir_weighted_mean,geometry,dataset_left,index_right,ID_Region,Descriptio,dataset_right
503,821,aus1547,0.0779452985692907,0.0149,High,2.3736214637756348,0.3040000200271606,78.22,-0.763777716749965,1.0928793879543983,739.5,13179.60001805117,Pilbara,WA11.02,WA11.02.01,0.21316,0.0,-21.65135613826997,115.091043101108,0.6579351644500253,2.268547943996589,6.955024592907561,219.5345860141523,239.454932182635,POINT (115.091043101108 -21.65135613826997),Short (2022),0,5,North-western Coasts,Short (2022)
504,822,aus1570,0.0572907153366039,0.0039,High,3.895582675933838,0.2080000042915344,76.09,-1.336480011590915,1.6277058185896829,644.0,13361.87823984674,Pilbara,WA11.03,WA11.03.02,0.45376,39.119451986641806,-20.84603378187307,116.35711251195018,0.727938386389466,3.118058432831717,5.409421264863112,204.7862757004173,262.52421798382454,POINT (116.35711251195018 -20.84603378187307),Short (2022),0,5,North-western Coasts,Short (2022)
505,823,aus1606,0.105861177804742,0.00815,High,4.0976667404174805,0.096000000834465,75.51,-1.392105106183218,1.701915847874676,679.5,1193.78487225747,Pilbara,WA11.03,WA11.03.03,0.66434,70.54299995086647,-20.668177512199183,116.70128130819867,0.8290983680648115,3.638226514773838,5.097199156795085,201.6275348787712,264.6846505522116,POINT (116.70128130819867 -20.668177512199183),Short (2022),0,5,North-western Coasts,Short (2022)
506,825,aus1614,0.0747026919900918,0.02125,High,4.114437103271484,0.1680000126361847,75.34,-1.3774924836965838,1.7222950418611156,396.0,955.5569250381149,Pilbara,WA11.03,WA11.03.04,0.37631,8.434826048577007,-20.63056426242204,116.79773414362757,0.5315510748891612,2.1899990276353303,4.08285308320579,200.346374686681,345.4356627340247,POINT (116.79773414362757 -20.63056426242204),Short (2022),0,5,North-western Coasts,Short (2022)
507,827,aus1618,0.0140929742425499,0.0002,High,4.997608184814453,0.1680000126361847,77.79,-1.7650009976668084,2.1225466145238987,570.5,1870.515914036487,Pilbara,WA11.03,WA11.03.04,0.46009,1.3341430139418549,-20.63504571283722,117.13870419150768,0.5315510748891612,2.1899990276353303,4.08285308320579,200.346374686681,345.4356627340247,POINT (117.13870419150768 -20.63504571283722),Short (2022),0,5,North-western Coasts,Short (2022)
508,828,aus1620,0.0727485689098127,0.0027,High,4.997608184814453,0.1680000126361847,77.79,-1.7650009976668084,2.1225466145238987,1237.0,1257.298220959128,Pilbara,WA11.03,WA11.03.04,0.15283,208.82808958933063,-20.621419455003547,117.14513327195084,0.5315510748891612,2.1899990276353303,4.08285308320579,200.346374686681,345.4356627340247,POINT (117.14513327195084 -20.621419455003547),Short (2022),0,5,North-western Coasts,Short (2022)
509,830,aus1650,0.0136662356758357,9.99999999999994e-05,High,6.321517467498779,0.174000009894371,77.92,-2.1982251788673897,2.727297488351578,566.0,1355.568144160645,Pilbara,WA11.04,WA11.04.02,0.72699,0.9611371624308488,-20.30556737572971,118.63926205479612,0.6998415242900239,4.748342418468328,6.132937801222443,210.94260774505503,306.6533552290355,POINT (118.63926205479612 -20.30556737572971),Short (2022),0,5,North-western Coasts,Short (2022)
510,831,aus1680,0.0286405390283143,0.0015,High,8.625200271606445,0.2880000174045563,80.37,-3.066125618071788,3.865605995069407,406.5,434.032994315021,Pilbara,WA12.02,WA12.02.02,0.24316,0.0,-19.74282173150048,120.68772795438704,0.7983398415790041,6.338427032957993,5.488778220407118,215.017329334109,295.75244224555325,POINT (120.68772795438704 -19.74282173150048),Short (2022),0,5,North-western Coasts,Short (2022)
511,833,aus1727,0.0433493394722613,0.00605,High,8.53105640411377,0.0760000050067901,82.67,-3.07751426604036,3.975079691880854,689.0,3582.70596587618,Pilbara,WA12.03,WA12.03.02,0.18301,0.6481487264987298,-17.979788804194722,122.35555622646906,0.7552840442569917,5.065964634387236,8.270731419346472,234.91208973749605,264.2124440135749,POINT (122.35555622646906 -17.979788804194722),Short (2022),0,5,North-western Coasts,Short (2022)
512,834,aus1728,0.0288258573853062,0.0011,High,8.501636505126953,0.1380000114440918,77.23,-2.6035460246202327,3.9621433049349695,758.0,3614.50844026673,Pilbara,WA12.03,WA12.03.02,0.14865,626.0464218660795,-17.971697904504595,122.2982098833931,0.7552840442569917,5.065964634387236,8.270731419346472,234.91208973749605,264.2124440135749,POINT (122.2982098833931 -17.971697904504595),Short (2022),0,5,North-western Coasts,Short (2022)
513,835,aus1729,0.076005189370542,0.0056,High,8.446423530578613,0.2580000162124634,80.06,-2.8277633683515058,3.9346606227156378,1085.5,5627.424519104363,Pilbara,WA12.03,WA12.03.02,0.66896,15.266030435704389,-17.983676865360007,122.21953849953628,0.7552840442569917,5.065964634387236,8.270731419346472,234.91208973749605,264.2124440135749,POINT (122.21953849953628 -17.983676865360007),Short (2022),0,5,North-western Coasts,Short (2022)
514,836,aus1730,0.0509956637699985,0.0009,High,8.346644401550293,0.2580000162124634,82.25,-2.970566317619218,3.894694196704766,1154.0,5920.129084385999,Pilbara,WA12.03,WA12.03.03,0.14762,87.60294143794864,-17.99738830060772,122.19787361122998,0.7552840442569917,5.065964634387236,8.270731419346472,234.91208973749605,264.2124440135749,POINT (122.19787361122998 -17.99738830060772),Short (2022),0,5,North-western Coasts,Short (2022)
515,837,aus1731,0.0338157731408349,0.0004,High,8.02644157409668,0.3580000102519989,82.2,-2.7961402013456675,3.801320322177732,981.0,28483.35276126147,Pilbara,WA12.03,WA12.03.03,0.12074,95.81706862903268,-17.874686217747737,122.20693356838258,0.7552840442569917,5.065964634387236,8.270731419346472,234.91208973749605,264.2124440135749,POINT (122.20693356838258 -17.874686217747737),Short (2022),0,5,North-western Coasts,Short (2022)
516,838,aus1732,0.0670761261313766,0.00625,High,7.677801132202148,0.3360000252723694,80.53,-2.621751093760999,3.5613141445399545,676.0,12807.61441820813,Pilbara,WA12.03,WA12.03.03,0.34628,111.52216604242103,-17.711675001635584,122.1992248102373,0.7552840442569917,5.065964634387236,8.270731419346472,234.91208973749605,264.2124440135749,POINT (122.1992248102373 -17.711675001635584),Short (2022),0,5,North-western Coasts,Short (2022)
517,839,aus1733,0.083792383073494,0.00615,High,7.45783805847168,0.434000015258789,79.68,-2.518692686839033,3.4239233108561558,598.0,9789.92984295437,Pilbara,WA12.03,WA12.03.03,0.47963,0.6078320353868011,-17.616897169024416,122.17616751174025,0.804634945341247,4.971374377115103,9.212585944440963,233.15183664261343,254.5771035784521,POINT (122.17616751174025 -17.616897169024416),Short (2022),0,5,North-western Coasts,Short (2022)
518,840,aus1735,0.0754950838529406,0.0056,High,7.359438419342041,0.434000015258789,79.29,-2.473522797424155,3.3614948070342363,615.0,1458.285056705113,Pilbara,WA12.03,WA12.03.03,0.37631,368.6065412664458,-17.566881639245878,122.14990094311212,0.804634945341247,4.971374377115103,9.212585944440963,233.15183664261343,254.5771035784521,POINT (122.14990094311212 -17.566881639245878),Short (2022),0,5,North-western Coasts,Short (2022)
519,841,aus1736,0.1226032349133874,0.0098,High,7.359438419342041,0.4280000329017639,79.29,-2.473522797424155,3.3614948070342363,623.0,1681.263397959531,Pilbara,WA12.03,WA12.03.03,0.37631,25.394166952095084,-17.532592796643804,122.14714650204218,0.804634945341247,4.971374377115103,9.212585944440963,233.15183664261343,254.5771035784521,POINT (122.14714650204218 -17.532592796643804),Short (2022),0,5,North-western Coasts,Short (2022)
520,842,aus1737,0.0788842537954774,0.0044,High,7.287580966949463,0.426000028848648,79.87,-2.4502640105257534,3.37061740814816,605.0,15443.17130178576,Pilbara,WA12.03,WA12.03.03,0.26981,0.0,-17.458033177825612,122.14880137458547,0.804634945341247,4.971374377115103,9.212585944440963,233.15183664261343,254.5771035784521,POINT (122.14880137458547 -17.458033177825612),Short (2022),0,5,North-western Coasts,Short (2022)
521,843,aus1739,0.1075686101071214,0.018,High,7.023871898651123,0.4200000166893005,79.54,-2.4033439820228404,3.183665155660073,601.0,8842.158574675908,Pilbara,WA12.03,WA12.03.04,0.15177,20.925549476369497,-17.322469387513625,122.16400792182972,0.804634945341247,4.971374377115103,9.212585944440963,233.15183664261343,254.5771035784521,POINT (122.16400792182972 -17.322469387513625),Short (2022),0,5,North-western Coasts,Short (2022)
522,844,aus1771,0.1033305012631261,0.01625,High,7.247889518737793,0.4120000302791595,81.3,-3.20361719558567,2.6891750067593265,554.0,9423.39303025379,Pilbara,WA12.03,WA12.03.04,0.23651,0.0,-16.4942435199385,122.89166060152122,0.4504064802038511,2.31031440002712,4.557661256080669,226.6460885075344,281.3235373303555,POINT (122.89166060152122 -16.4942435199385),Short (2022),0,5,North-western Coasts,Short (2022)
523,845,aus1774,0.1165037425891178,0.01215,High,7.517473220825195,0.4400000274181366,79.76,-3.4138703861617308,2.581846378321164,579.0,9091.86836518209,Pilbara,WA12.03,WA12.03.04,0.21764,71.63451802976145,-16.395770977014582,122.9566790222196,0.4504064802038511,2.31031440002712,4.557661256080669,226.6460885075344,281.3235373303555,POINT (122.9566790222196 -16.395770977014582),Short (2022),0,5,North-western Coasts,Short (2022)
524,847,aus1776,0.0496945225226724,0.0075,High,9.40475845336914,0.2980000078678131,76.06,-3.732932783822484,3.4206488714572463,1017.0,1203.069185382478,Kimberley,WA13.02,WA13.02.01,0.19615,31.063243739423527,-15.705203260372246,124.39986032650354,0.3103373272664015,1.4695966384239971,3.0384378257085998,229.89591091086365,275.9935392749974,POINT (124.39986032650354 -15.705203260372246),Short (2022),0,5,North-western Coasts,Short (2022)
525,848,aus1779,0.0458793068102466,0.0021,High,9.40475845336914,0.2980000078678131,73.22,-3.34773588546089,3.538724795873004,1021.0,453.6426324522376,Kimberley,WA13.02,WA13.02.01,0.64618,5.321060330657965,-15.669967234261092,124.38734865468273,0.3103373272664015,1.4695966384239971,3.0384378257085998,229.89591091086365,275.9935392749974,POINT (124.38734865468273 -15.669967234261092),Short (2022),0,5,North-western Coasts,Short (2022)
526,851,aus1788,0.0648784608100447,0.0034,High,9.185602188110352,0.3020000159740448,79.03,-3.741478152928772,3.517680339018335,1146.0,1001.296638543723,Kimberley,WA13.02,WA13.02.01,0.13584,38.38096492297651,-15.545774605925455,124.43894232494314,0.3103373272664015,1.4695966384239971,3.0384378257085998,229.89591091086365,275.9935392749974,POINT (124.43894232494314 -15.545774605925455),Short (2022),0,5,North-western Coasts,Short (2022)
527,853,aus1793,0.1109436528953279,0.00755,High,8.698283195495605,0.0659999996423721,76.95,-3.411493967870965,3.2815707040490296,621.5,1549.934404217669,Kimberley,WA13.02,WA13.02.02,0.25174,0.0,-15.291207119486073,124.67657133996842,0.3103373272664015,1.4695966384239971,3.0384378257085998,229.89591091086365,275.9935392749974,POINT (124.67657133996842 -15.291207119486073),Short (2022),0,5,North-western Coasts,Short (2022)
528,854,aus1794,0.0412618875248381,0.0009,High,8.67547607421875,0.072000004351139,72.86,-3.0399595129970747,3.2812930546748693,576.0,764.7621788707199,Kimberley,WA13.02,WA13.02.02,0.26794,32.11132414029003,-15.277898174425244,124.70386551269232,0.3103373272664015,1.4695966384239971,3.0384378257085998,229.89591091086365,275.9935392749974,POINT (124.70386551269232 -15.277898174425244),Short (2022),0,5,North-western Coasts,Short (2022)
529,855,aus1795,0.0763239301603023,0.00185,High,8.67547607421875,0.0659999996423721,68.66,-2.7228053756061708,3.2335733848786314,614.5,661.0459599810384,Kimberley,WA13.02,WA13.02.02,0.35601,28.308907890009557,-15.265866866203408,124.68022808471812,0.3103373272664015,1.4695966384239971,3.0384378257085998,229.89591091086365,275.9935392749974,POINT (124.68022808471812 -15.265866866203408),Short (2022),0,5,North-western Coasts,Short (2022)
530,856,aus1804,0.1111240999301418,0.0104,High,8.618409156799316,0.1500000059604644,77.61,-3.383503939581636,3.3050439104683056,649.0,824.3028560869789,Kimberley,WA13.02,WA13.02.03,0.37371,15.982790585403697,-15.114793412370712,124.90790566772635,0.3193733202062781,1.4762626502643514,2.909496051133297,225.6068569024665,284.0329046549616,POINT (124.90790566772635 -15.114793412370712),Short (2022),0,5,North-western Coasts,Short (2022)
531,857,aus1808,0.099523534744024,0.0111,High,8.571146011352539,0.1180000081658363,78.0,-3.3796934813292454,3.305641982843784,589.5,665.545479826334,Kimberley,WA13.02,WA13.02.03,0.56253,0.0,-15.032808152420056,125.01663585616278,0.3193733202062781,1.4762626502643514,2.909496051133297,225.6068569024665,284.0329046549616,POINT (125.01663585616278 -15.032808152420056),Short (2022),0,5,North-western Coasts,Short (2022)
532,862,aus1824,0.1035942069002197,0.00715,High,8.037907600402832,0.0240000002086162,72.12,-2.68230364094388,3.114894781006975,676.0,342.8658914044066,Kimberley,WA13.03,WA13.03.01,0.35355,48.759500717733005,-14.707364062501428,125.18358572974893,0.4698190036788323,2.2457932367357643,5.648130587663204,215.1349188518543,281.79170962441015,POINT (125.18358572974893 -14.707364062501428),Short (2022),0,5,North-western Coasts,Short (2022)
533,868,aus1847,0.026647919746351,0.00225,High,6.674575805664063,0.0160000007599592,70.64,-2.123662672508259,2.5911059506633887,419.5,570.9678378974617,Kimberley,WA13.03,WA13.03.01,0.28322,144.95317178754283,-14.338908398951016,125.60097078523044,0.3729785428715198,1.5523116582207583,3.211874401049339,211.34858760981493,287.98605168662,POINT (125.60097078523044 -14.338908398951016),Short (2022),0,5,North-western Coasts,Short (2022)
534,870,aus1849,0.1012625480446643,0.0063,High,6.593048095703125,0.2340000122785568,68.32,-1.946083014890048,2.558291152516264,652.5,426.9326657500274,Kimberley,WA13.03,WA13.03.02,0.34389,18.71257995361793,-14.243256713652697,125.61050473298025,0.5592696815094587,2.741118893970495,7.508241910678443,209.64529626703737,277.8764589958546,POINT (125.61050473298025 -14.243256713652697),Short (2022),0,5,North-western Coasts,Short (2022)
535,878,aus1915,0.1175484115111865,0.0148,High,6.073592662811279,0.2040000110864639,71.76,-1.9738398977120035,2.3845262218904235,606.0,316.1684170573863,Kimberley,WA13.03,WA13.03.02,0.32988,34.68760073253427,-14.032976723312707,125.98072636950856,0.3990278764855264,1.669289753498818,2.9908795560087107,208.88521213294064,289.90633139609,POINT (125.98072636950856 -14.032976723312707),Short (2022),0,5,North-western Coasts,Short (2022)
536,879,aus1916,0.0855211863244159,0.0082,High,5.698318004608154,0.3160000145435333,73.01,-1.773475617956435,2.387122252268851,633.0,631.2634627916818,Kimberley,WA13.03,WA13.03.02,0.45376,0.0,-13.994059163502286,125.98475500914547,0.3990278764855264,1.669289753498818,2.9908795560087107,208.88521213294064,289.90633139609,POINT (125.98475500914547 -13.994059163502286),Short (2022),0,5,North-western Coasts,Short (2022)
537,880,aus1920,0.0690406673017504,0.0037,High,6.316652774810791,0.0540000014007091,79.83,-2.360279934247873,2.6824916044036837,1011.5,595.6105473899772,Kimberley,WA13.03,WA13.03.02,0.97942,36.37206642419075,-14.20962498075175,126.13473369074389,0.3990278764855264,1.669289753498818,2.9908795560087107,208.88521213294064,289.90633139609,POINT (126.13473369074389 -14.20962498075175),Short (2022),0,5,North-western Coasts,Short (2022)
538,881,aus1923,0.0621048897420092,0.0015,High,6.316652774810791,0.0540000014007091,75.59,-2.0921021781751405,2.6824916044036837,1048.0,493.1399608650226,Kimberley,WA13.03,WA13.03.02,0.26609,6.741948002171184,-14.17004129281285,126.14895078499517,0.3990278764855264,1.669289753498818,2.9908795560087107,208.88521213294064,289.90633139609,POINT (126.14895078499517 -14.17004129281285),Short (2022),0,5,North-western Coasts,Short (2022)
539,887,aus1946,0.1208157375117974,0.0288,Medium,5.07331657409668,0.3320000171661377,70.18,-1.4077564000517655,2.152493009075131,538.0,439.6362794227906,Kimberley,WA13.03,WA13.03.03,0.37631,13.470979819054406,-13.919716640485085,126.08849782931637,0.3990278764855264,1.669289753498818,2.9908795560087107,208.88521213294064,289.90633139609,POINT (126.08849782931637 -13.919716640485085),Short (2022),0,5,North-western Coasts,Short (2022)
540,888,aus1950,0.0943420205806573,0.0095,High,4.765817642211914,0.2760000228881836,73.26,-1.4621270572732377,2.029257995309936,601.5,585.1779027656777,Kimberley,WA13.03,WA13.03.03,0.89503,373.2664609767113,-13.921596645630007,126.1525642825432,0.3990278764855264,1.669289753498818,2.9908795560087107,208.88521213294064,289.90633139609,POINT (126.1525642825432 -13.921596645630007),Short (2022),0,5,North-western Coasts,Short (2022)
541,891,aus1960,0.0836708664602374,0.0101,High,4.398869514465332,0.0280000008642673,77.84,-1.4901620917728815,1.9341027636398385,1140.0,663.5032043851957,Kimberley,WA13.03,WA13.03.03,0.6029,2.7375419230167557,-14.199048165061624,126.23984735892884,0.3990278764855264,1.669289753498818,2.9908795560087107,208.88521213294064,289.90633139609,POINT (126.23984735892884 -14.199048165061624),Short (2022),0,5,North-western Coasts,Short (2022)
542,892,aus1962,0.1255133855403544,0.0242,High,4.398869514465332,0.0280000008642673,77.84,-1.4901620917728815,1.9341027636398385,1140.0,367.5643269905359,Kimberley,WA13.03,WA13.03.03,0.66434,3.866503243445433,-14.237529977105345,126.2542906385512,0.2925280083375086,1.1419120278837769,2.8126700941892837,196.59211897601185,316.2364751051702,POINT (126.2542906385512 -14.237529977105345),Short (2022),0,5,North-western Coasts,Short (2022)
543,893,aus1964,0.0729701284695363,0.0095,High,4.385982513427734,0.0280000008642673,77.89,-1.485193303207384,1.9309271141899649,1147.0,547.0125640119431,Kimberley,WA13.03,WA13.03.03,0.66434,25.664408117070696,-14.20644381506338,126.3107240567985,0.2925280083375086,1.1419120278837769,2.8126700941892837,196.59211897601185,316.2364751051702,POINT (126.3107240567985 -14.20644381506338),Short (2022),0,5,North-western Coasts,Short (2022)
