,Unnamed: 0,hs_max,hs_mean,dir,tp,latitude_left,latitude_left.1,longitude_left,longitude_left.1,quality_flag_left,quality_flag_right,d50,width_ci_average,beach_slope_average,beach_slope_median,sl_points_average,mstr,prc_mstr_obs,min_tide_obs,max_tide_obs,site_id,beach_slope,lower_conf_bound,upper_conf_bound,width_ci,sl_points,trend,distance,latitude,longitude
0,13,1.0051008614336496,0.8449705460794505,66.43271438219855,7.356746820338904,26.44128,26.441140939093646,-80.06045,-80.05899984411731,Medium,Medium,0.119090842104821,0.0459,0.1010407725321888,0.095,384.5,1.102508306503296,98.30446682608964,-0.5170144416546563,0.5668004707667591,usa_FL_0008,0.085,0.0694,0.1026,0.0332,386.0,-0.3650656922580186,0.0006872229260908,26.487526630428263,-80.02950180158146
1,15,0.998322164495114,0.8425809509238068,68.6559924479493,7.379679295654722,26.44128,26.441140939093646,-80.06045,-80.05899984411731,Medium,Medium,0.119090842104821,0.0459,0.1010407725321888,0.095,384.5,1.102508306503296,98.30446682608964,-0.5170144416546563,0.5668004707667591,usa_FL_0008,0.1,0.0821,0.1287,0.0466,386.0,-0.5735350493723037,0.0002963175398713,26.55374432401128,-80.02955491256142
2,11,0.9930310411069252,0.8315069703170939,66.09605197019204,7.237247179344003,26.44128,26.441140939093646,-80.06045,-80.05899984411731,Medium,Medium,0.119090842104821,0.0459,0.1010407725321888,0.095,384.5,1.102508306503296,98.30446682608964,-0.5170144416546563,0.5668004707667591,usa_FL_0008,0.1,0.0821,0.1287,0.0466,386.0,-0.5735350493723037,0.0002963175398713,26.42041111901128,-80.02955491256142
3,6,0.8502010373764339,0.7024638522451494,75.47178010016144,6.655644251449794,26.29459,26.297098400717022,-80.07762,-80.07677347387258,Medium,Medium,0.476595228255736,0.0476,0.10125,0.1,450.0,1.0887861251831057,98.24454546595452,-0.5086182982427471,0.5610546815397737,usa_FL_0007,0.075,0.0638,0.09,0.0262,438.0,0.2296367208294761,0.0012166185970756,26.181246525622623,-80.07150353855548
4,7,0.8390192151928905,0.6938655546227165,77.56454811968561,6.651345453916159,26.29459,26.297098400717022,-80.07762,-80.07677347387258,Medium,Medium,0.476595228255736,0.0476,0.10125,0.1,450.0,1.0887861251831057,98.24454546595452,-0.5086182982427471,0.5610546815397737,usa_FL_0007,0.09,0.075,0.1133,0.0383,448.0,0.2543994369435869,0.0008113194059847,26.21480543530525,-80.0714846518536
5,6,0.8502010373764339,0.7024638522451494,75.47178010016144,6.655644251449794,26.29459,26.297098400717022,-80.07762,-80.07677347387258,Medium,Medium,0.476595228255736,0.0476,0.10125,0.1,450.0,1.0887861251831057,98.24454546595452,-0.5086182982427471,0.5610546815397737,usa_FL_0007,0.09,0.075,0.1133,0.0383,448.0,0.2543994369435869,0.0008113194059847,26.18147165530525,-80.0714846518536
6,11,0.9930310411069252,0.8315069703170939,66.09605197019204,7.237247179344003,26.44128,26.441140939093646,-80.06045,-80.05899984411731,Medium,Medium,0.119090842104821,0.0459,0.1010407725321888,0.095,384.5,1.102508306503296,98.30446682608964,-0.5170144416546563,0.5668004707667591,usa_FL_0008,0.1,0.0824,0.129,0.0466,393.0,-0.3144063575236073,0.0011268574818607,26.421083104166676,-80.02946230901537
7,14,1.004451940049993,0.8460101333744513,67.13921842239485,7.381619050040928,26.44128,26.441140939093646,-80.06045,-80.05899984411731,Medium,Medium,0.119090842104821,0.0459,0.1010407725321888,0.095,384.5,1.102508306503296,98.30446682608964,-0.5170144416546563,0.5668004707667591,usa_FL_0008,0.09,0.0784,0.1117,0.0333,380.0,-0.4345493982119409,0.0002841933252415,26.520636698862845,-80.02953538472718
8,13,1.0051008614336496,0.8449705460794505,66.43271438219855,7.356746820338904,26.44128,26.441140939093646,-80.06045,-80.05899984411731,Medium,Medium,0.119090842104821,0.0459,0.1010407725321888,0.095,384.5,1.102508306503296,98.30446682608964,-0.5170144416546563,0.5668004707667591,usa_FL_0008,0.1,0.0821,0.1287,0.0466,386.0,-0.5735350493723037,0.0002963175398713,26.48707772401128,-80.02955491256142
9,15,0.998322164495114,0.8425809509238068,68.6559924479493,7.379679295654722,26.44128,26.441140939093646,-80.06045,-80.05899984411731,Medium,Medium,0.119090842104821,0.0459,0.1010407725321888,0.095,384.5,1.102508306503296,98.30446682608964,-0.5170144416546563,0.5668004707667591,usa_FL_0008,0.09,0.0784,0.1117,0.0333,380.0,-0.4345493982119409,0.0002841933252415,26.553969523862843,-80.02953538472718
