,latitude,longitude,d50,beach_slope_average,mstr,hs_max,hs_mean,dir,tp
1012,-15.471271575460623,145.26413940592752,0.13332,0.03951857570250819,2.5545542240142822,2.456818901833837,1.0010371162071139,112.94866700462265,6.89565433171247
1013,-15.493098115623585,145.27604235783483,0.27739,0.06071557135413476,2.5545542240142822,2.456818901833837,1.0010371162071139,112.94866700462265,6.89565433171247
1015,-15.537108615327815,145.27096052978456,0.15987,0.0792189351787679,2.5545542240142822,2.456818901833837,1.0010371162071139,112.94866700462265,6.89565433171247
1016,-15.552628807886094,145.28288097127947,0.15987,0.06394910451692924,2.5545542240142822,2.456818901833837,1.0010371162071139,112.94866700462265,6.89565433171247
1019,-15.86156845759897,145.36684459764018,0.56253,0.09785990109075307,2.534379720687866,2.279237768719061,0.9710249189022468,107.10153722489599,7.063767201089953
1020,-15.899553214924772,145.35808778143934,0.56253,0.12453055592188099,2.535520553588867,2.279237768719061,0.9710249189022468,107.10153722489599,7.063767201089953
1021,-15.935849289257632,145.39082075159766,0.18441,0.07718276243089146,2.5331454277038574,2.279237768719061,0.9710249189022468,107.10153722489599,7.063767201089953
1022,-15.93955342063036,145.39354036696656,0.18441,0.05832548908364024,2.5331454277038574,2.279237768719061,0.9710249189022468,107.10153722489599,7.063767201089953
1023,-15.982673424857346,145.42815472317383,0.11407,0.02332785403185825,2.5331454277038574,2.279237768719061,0.9710249189022468,107.10153722489599,7.063767201089953
1024,-15.998084121218474,145.43476056765252,0.13167,0.022324649655054145,2.5331454277038574,2.279237768719061,0.9710249189022468,107.10153722489599,7.063767201089953
1025,-16.022458743949265,145.4526421123301,0.15822,0.026588145729065024,2.5445778369903564,2.279237768719061,0.9710249189022468,107.10153722489599,7.063767201089953
1026,-16.088305069699867,145.46830173393664,0.14389,0.03355555086606717,2.5540542602539062,2.279237768719061,0.9710249189022468,107.10153722489599,7.063767201089953
1027,-16.106952852059987,145.46290222252935,0.1295,0.028429480170773982,2.567009210586548,2.279237768719061,0.9710249189022468,107.10153722489599,7.063767201089953
1028,-16.134933738087064,145.45357326947405,0.14875,0.0387132673960068,2.567009210586548,2.279237768719061,0.9710249189022468,107.10153722489599,7.063767201089953
1029,-16.152560997375627,145.44571508062452,0.10518,0.030825919122728664,2.567009210586548,2.279237768719061,0.9710249189022468,107.10153722489599,7.063767201089953
1030,-16.17222397082441,145.44300392724688,0.1501,0.028883448983317548,2.583286762237549,2.279237768719061,0.9710249189022468,107.10153722489599,7.063767201089953
1031,-16.1906455035948,145.44179095328198,0.15031,0.034745524209068325,2.583286762237549,2.279237768719061,0.9710249189022468,107.10153722489599,7.063767201089953
1032,-16.231414888884306,145.46911000009055,0.1465,0.04470454595143512,2.605257987976074,2.279237768719061,0.9710249189022468,107.10153722489599,7.063767201089953
1033,-16.255131423332088,145.47850769332007,0.70711,0.04418110211103788,2.605257987976074,2.279237768719061,0.9710249189022468,107.10153722489599,7.063767201089953
1034,-16.282004874888013,145.46942784115743,0.14191,0.03497422871833659,2.605257987976074,1.850045704316402,0.7884993231968228,98.43845833915736,6.820582212470882
1036,-16.422236757091742,145.40786494140448,0.89503,0.09224302870268997,2.6398024559020996,1.850045704316402,0.7884993231968228,98.43845833915736,6.820582212470882
1038,-16.507936916653385,145.47005216616935,0.17665,0.04378469983409503,2.6467647552490234,1.850045704316402,0.7884993231968228,98.43845833915736,6.820582212470882
1039,-16.58246899070516,145.51351378388168,0.23165,0.04842791112476874,2.6464290618896484,1.850045704316402,0.7884993231968228,98.43845833915736,6.820582212470882
1040,-16.668375734315863,145.57377270184043,0.87055,0.09602168945351089,2.64060640335083,1.850045704316402,0.7884993231968228,98.43845833915736,6.820582212470882
1041,-16.722558880939776,145.64574668534962,0.45376,0.10995523136412567,2.6224560737609863,1.850045704316402,0.7884993231968228,98.43845833915736,6.820582212470882
1042,-16.76274497020256,145.67748631563933,0.37631,0.08738849685390658,2.6224560737609863,1.850045704316402,0.7884993231968228,98.43845833915736,6.820582212470882
1043,-16.785056157154337,145.70008952892871,0.88884,0.11279475648812282,2.6224560737609863,1.850045704316402,0.7884993231968228,98.43845833915736,6.820582212470882
1046,-16.917302299333894,145.93574280135218,0.62546,0.07719648295475304,2.6294875144958496,2.9683753884975754,0.9637387346648265,99.72220626437674,7.160687605996919
1048,-17.10206053552746,145.9215021189549,0.47369,0.0917362727597089,2.636295795440674,2.9683753884975754,0.9637387346648265,99.72220626437674,7.160687605996919
1049,-17.13996195772679,145.95146468553332,0.53589,0.11599591968135806,2.6492199897766113,2.9683753884975754,0.9637387346648265,99.72220626437674,7.160687605996919
1050,-17.152548008007766,145.95240893325564,0.40528,0.12783365237939276,2.6492199897766113,2.9683753884975754,0.9637387346648265,99.72220626437674,7.160687605996919
1052,-17.259321411333303,145.9878654558579,0.34151,0.12448478011331453,2.661938190460205,2.9683753884975754,0.9637387346648265,99.72220626437674,7.160687605996919
1055,-17.37569797827322,146.04442112316684,0.42249,0.13119931205791885,2.6825692653656006,2.9683753884975754,0.9637387346648265,99.72220626437674,7.160687605996919
1056,-17.39014264008642,146.06824983204692,0.63728,0.1519360086812761,2.6825692653656006,2.9683753884975754,0.9637387346648265,99.72220626437674,7.160687605996919
1059,-17.466659236180696,146.0674495783653,0.68302,0.1226487832552067,2.7036590576171875,4.6053005283203,1.0943930453294561,101.27713423455909,7.060566771688272
1061,-17.558403255279895,146.0906839248643,0.25525,0.05906329548097553,2.721452236175537,4.6053005283203,1.0943930453294561,101.27713423455909,7.060566771688272
1062,-17.61960220343203,146.13577526201857,0.19737,0.054936227668987446,2.754640579223633,4.6053005283203,1.0943930453294561,101.27713423455909,7.060566771688272
1063,-17.637175167527445,146.1408061434565,0.14783,0.04568765522769505,2.754640579223633,4.6053005283203,1.0943930453294561,101.27713423455909,7.060566771688272
1065,-17.742842981573112,146.10666450056289,0.71203,0.06968921746002833,2.80352783203125,4.6053005283203,1.0943930453294561,101.27713423455909,7.060566771688272
1066,-17.787793086397414,146.09844595675202,0.71203,0.10364041363278559,2.8318381309509277,3.7356270927672472,0.8928539223478066,97.74936847830601,6.352697565181081
1067,-17.809249666791548,146.09874982139235,0.62851,0.09051552796595003,2.8318381309509277,3.7356270927672472,0.8928539223478066,97.74936847830601,6.352697565181081
1068,-17.83095986314167,146.10050572009402,0.74742,0.09528259881340062,2.8318381309509277,3.7356270927672472,0.8928539223478066,97.74936847830601,6.352697565181081
1069,-17.848397052192865,146.10557959817928,0.14073,0.06790002109970018,2.8683090209960938,3.7356270927672472,0.8928539223478066,97.74936847830601,6.352697565181081
1070,-17.87148171526878,146.10776190679286,0.15789,0.03386936545985183,2.8683090209960938,3.7356270927672472,0.8928539223478066,97.74936847830601,6.352697565181081
1071,-17.905608924130103,146.09822102668178,0.15789,0.07454796124239478,2.8683090209960938,3.7356270927672472,0.8928539223478066,97.74936847830601,6.352697565181081
1072,-17.940281095835186,146.0940896084348,0.15789,0.06640234370549432,2.927269697189331,3.7356270927672472,0.8928539223478066,97.74936847830601,6.352697565181081
1073,-17.964595195392814,146.09375825035445,0.5,0.05278911045122031,2.927269697189331,3.7356270927672472,0.8928539223478066,97.74936847830601,6.352697565181081
1075,-18.213677045169476,146.2301966934378,0.14509,0.04257248142842678,2.979377508163452,3.7356270927672472,0.8928539223478066,97.74936847830601,6.352697565181081
1076,-18.231931618667115,146.245917165412,0.1717,0.06466462246413004,2.979377508163452,3.7356270927672472,0.8928539223478066,97.74936847830601,6.352697565181081
1077,-18.23877448157049,146.30176673902017,0.30993,0.09312938847135206,2.955216646194458,3.7356270927672472,0.8928539223478066,97.74936847830601,6.352697565181081
1079,-18.35631989054987,146.31542609481218,0.16043,0.022972698176175588,3.013695001602173,3.5613961032536805,0.7905940132858678,88.44395532275898,6.574773210655213
1080,-18.3930634381859,146.32399505161104,0.35849,0.021513807727175385,3.0467681884765625,3.5613961032536805,0.7905940132858678,88.44395532275898,6.574773210655213
1081,-18.453017001583493,146.32779508826735,0.14559,0.021425228571762406,3.0467681884765625,3.5613961032536805,0.7905940132858678,88.44395532275898,6.574773210655213
1082,-18.481116537799277,146.32323109449536,0.14559,0.03659103350177591,3.0827975273132324,3.5613961032536805,0.7905940132858678,88.44395532275898,6.574773210655213
1083,-18.638805482485935,146.33397821404722,0.68302,0.07818963223194948,3.1673977375030518,3.5613961032536805,0.7905940132858678,88.44395532275898,6.574773210655213
1084,-18.69758337769249,146.30594398125294,0.68302,0.10926141301021267,3.2250754833221436,3.5613961032536805,0.7905940132858678,88.44395532275898,6.574773210655213
1085,-19.04280150275011,146.42987155185065,0.31644,0.0566695312642177,3.2993967533111572,2.708789690675728,0.6139458665687909,80.44348924022587,5.487768680270035
1086,-19.115302465399264,146.53765683056088,0.25174,0.0383534633848613,3.300736904144287,2.708789690675728,0.6139458665687909,80.44348924022587,5.487768680270035
1087,-19.130175488672517,146.5505296696193,0.25174,0.058456215046385845,3.300736904144287,2.708789690675728,0.6139458665687909,80.44348924022587,5.487768680270035
1088,-19.14378542315829,146.57305360917132,0.25174,0.04183822944006465,3.2909793853759766,2.708789690675728,0.6139458665687909,80.44348924022587,5.487768680270035
1094,-19.247025677963087,146.81344401118076,0.92019,0.13973913267497393,3.160529851913452,4.13223075284505,0.8333753351471547,85.46724618610108,5.839207050922262
1095,-19.235558916282013,147.04455932614627,0.20848,0.10998647789457978,3.134702444076538,4.13223075284505,0.8333753351471547,85.46724618610108,5.839207050922262
1096,-19.245802177175033,147.05250297449575,0.83509,0.1474921382725401,3.134702444076538,4.13223075284505,0.8333753351471547,85.46724618610108,5.839207050922262
1097,-19.264676713943754,147.05824647428463,0.55095,0.13658313951746331,3.134702444076538,4.13223075284505,0.8333753351471547,85.46724618610108,5.839207050922262
1098,-19.316448831974707,147.05544558109924,0.10266,0.018091595656675213,3.1324825286865234,4.13223075284505,0.8333753351471547,85.46724618610108,5.839207050922262
1099,-19.364817534639997,147.08903073457168,0.18569,0.02653258783625412,3.1396093368530273,4.13223075284505,0.8333753351471547,85.46724618610108,5.839207050922262
1100,-19.430368562480112,147.47301008208396,0.2801,0.04921704044967147,2.9506311416625977,3.722267602779307,0.8209895661742607,94.41248998850826,5.034104658364837
1101,-19.61759752984338,147.5772640582968,0.55478,0.05403572505989677,3.01521635055542,3.722267602779307,0.8209895661742607,94.41248998850826,5.034104658364837
1102,-19.46711345565178,147.49698687986367,0.2801,0.050158277568272035,2.9506311416625977,3.722267602779307,0.8209895661742607,94.41248998850826,5.034104658364837
1103,-19.7725881664681,147.62010155337816,0.36857,0.05143026319634784,3.044335126876831,3.722267602779307,0.8209895661742607,94.41248998850826,5.034104658364837
1104,-19.75582358569828,147.74730535205973,0.77916,0.09956315737206878,3.033761501312256,3.7524919194028463,0.7730102699337151,95.12212317873309,4.995723173646271
1105,-19.708699848978664,147.7542309022107,0.69737,0.09311790428115849,3.0242748260498047,4.589061865217855,0.9725352287060991,104.15243436315332,5.117475119907286
1106,-19.72545939293116,147.76052039596436,0.97265,0.06942319560164287,3.033761501312256,4.589061865217855,0.9725352287060991,104.15243436315332,5.117475119907286
1108,-19.830768522055784,147.86090686397023,0.40613,0.06724169269183311,3.0033867359161377,3.7524919194028463,0.7730102699337151,95.12212317873309,4.995723173646271
1109,-19.920324575439665,147.95680885183995,0.5905,0.1070930619235209,3.006744384765625,3.7524919194028463,0.7730102699337151,95.12212317873309,4.995723173646271
1112,-20.004005302963478,148.26507579184153,0.158,0.07937546585319424,3.0797088146209717,2.841341757818511,0.6824253817900758,105.905945905143,3.9264873587799807
1114,-20.089348243370303,148.49799626161072,0.44442,0.07784461972240451,3.143730401992798,2.841341757818511,0.6824253817900758,105.905945905143,3.9264873587799807
1115,-20.091630485595775,148.51125304243683,0.44442,0.09316318283454897,3.143730401992798,2.841341757818511,0.6824253817900758,105.905945905143,3.9264873587799807
1116,-20.0937097051926,148.52546564240237,0.26794,0.12894676685945738,3.143730401992798,2.841341757818511,0.6824253817900758,105.905945905143,3.9264873587799807
1120,-20.170140311425268,148.58704253566688,0.95926,0.12487200088010142,3.2489418983459473,2.841341757818511,0.6824253817900758,105.905945905143,3.9264873587799807
1125,-20.42692324422148,148.83809977677487,0.95926,0.06863326618173174,4.4736762046813965,2.755845477178127,0.6969866550055864,108.79097812755502,4.201726288325948
1126,-20.455877581949323,148.86798774984013,0.79554,0.12522331916208065,4.4736762046813965,2.755845477178127,0.6969866550055864,108.79097812755502,4.201726288325948
1127,-20.48160484233468,148.88779862100532,0.10323,0.014229489834276335,4.74443244934082,2.755845477178127,0.6969866550055864,108.79097812755502,4.201726288325948
1128,-20.489594832843103,148.88458221233452,0.10323,0.017952341290935283,4.74443244934082,2.755845477178127,0.6969866550055864,108.79097812755502,4.201726288325948
1129,-20.537583034133196,148.6941573704282,0.23021,0.02315124422232443,5.289644241333008,2.755845477178127,0.6969866550055864,108.79097812755502,4.201726288325948
1130,-20.74748615459442,148.77867281914266,0.13565,0.0163207658319191,5.228118896484375,2.755845477178127,0.6969866550055864,108.79097812755502,4.201726288325948
1131,-20.77296571844749,148.79873016632877,0.18946,0.026641303222850583,5.228118896484375,2.755845477178127,0.6969866550055864,108.79097812755502,4.201726288325948
1132,-20.700844592164398,148.73133654871364,0.29118,0.029621383672779444,5.292169094085693,2.755845477178127,0.6969866550055864,108.79097812755502,4.201726288325948
1133,-20.65335191648527,148.72117619119084,0.09163,0.01,5.30350399017334,2.755845477178127,0.6969866550055864,108.79097812755502,4.201726288325948
1134,-20.786008199351812,148.83576804520317,0.44135,0.045334611314831276,5.228118896484375,2.755845477178127,0.6969866550055864,108.79097812755502,4.201726288325948
1135,-20.894133614418152,148.96524218124173,0.12414,0.028844905186466117,5.219789981842041,2.755845477178127,0.6969866550055864,108.79097812755502,4.201726288325948
1136,-20.905817023917056,148.9990578778347,0.12328,0.021928001224676696,5.219789981842041,2.755845477178127,0.6969866550055864,108.79097812755502,4.201726288325948
1138,-20.894773709834713,148.99019131346523,0.23488,0.06669857765910929,5.219789981842041,2.755845477178127,0.6969866550055864,108.79097812755502,4.201726288325948
1139,-20.920115180855746,149.04912684441965,0.12243,0.03309291444770679,5.276937484741211,2.755845477178127,0.6969866550055864,108.79097812755502,4.201726288325948
1143,-21.28411194840356,149.29544478433735,0.45692,0.041277365610459624,5.921849250793457,1.6478483938602195,0.44523432984743566,108.96829665274349,3.202129528825211
1144,-21.30887399805609,149.29464129507872,0.3276,0.04038904070234431,5.921849250793457,1.6478483938602195,0.44523432984743566,108.96829665274349,3.202129528825211
1146,-21.382532431899058,149.31630083249766,0.29627,0.02649969892954134,5.994174003601074,1.6478483938602195,0.44523432984743566,108.96829665274349,3.202129528825211
1147,-21.4432408472529,149.29365111536217,0.13631,0.018843284295823954,5.994174003601074,1.6478483938602195,0.44523432984743566,108.96829665274349,3.202129528825211
1148,-21.675066369847823,149.45062094785882,0.28917,0.04600976226511121,7.567196846008301,1.6478483938602195,0.44523432984743566,108.96829665274349,3.202129528825211
1152,-22.132420653607745,150.05072361595305,0.64171,0.09581641854775595,6.674457550048828,1.7343495395391828,0.5519760735282226,115.34724285803863,3.7681809560412973
1153,-22.141328919232446,150.06327912679316,0.58642,0.11892771738803272,6.674457550048828,1.7343495395391828,0.5519760735282226,115.34724285803863,3.7681809560412973
1154,-22.152577510317414,150.06831905689194,0.11455,0.04411208109129479,6.674457550048828,1.7343495395391828,0.5519760735282226,115.34724285803863,3.7681809560412973
1155,-22.19546977631885,150.09430473278974,0.2799,0.06800424840224743,6.653909683227539,1.7343495395391828,0.5519760735282226,115.34724285803863,3.7681809560412973
1156,-22.22854311789733,150.10924842377906,0.23766,0.06541539888149994,6.490782260894775,1.7343495395391828,0.5519760735282226,115.34724285803863,3.7681809560412973
