,beach_id,beach_slope_average,width_ci_average,quality_flag,mstr,hsig_median,prc_mstr_obs,min_tide_obs,max_tide_obs,sl_points_average,beach_length,coastal_region,primary_comp_id,secondary_comp_id,d50,distance_to_sample,latitude,longitude,Hs_mean,Hs_max,Tp_mean,Wdir_mean,Wdir_weighted_mean,geometry
10,aus4256,0.09427961115220192,0.0352,Medium,1.2494100332260132,0.5139999985694885,95.64,-0.529995263860421,0.664929610486158,602.5,339.6157580096645,East Tasmania,TAS01.03,TAS01.03.01,0.19751,898.6599254542114,-42.31646425906961,148.00998346583117,1.948140604799984,6.0094645158041455,9.691716508587893,168.2328425415663,187.6737791299217,"LINESTRING (148.00800885327692 -42.316067514055966, 148.00900119805317 -42.31630789037241, 148.00962141353824 -42.316431241020396, 148.01059664892182 -42.316649476190015, 148.01125108319232 -42.31668743005529, 148.0117729196695 -42.31664315054361, 148.01195684564098 -42.316545102942484)"
11,aus4216,0.05791509132255804,0.0143,High,1.4025640487670898,0.8500000238418579,95.13,-0.56435151858004,0.7699006818326768,708.0,294.4041897456681,East Tasmania,TAS01.02,TAS01.02.03,0.20027,21.699928105527743,-41.28366695403529,148.3548905568553,1.5505483436959637,5.394855334772247,8.82167745807873,152.50325747933095,140.31751296436425,"LINESTRING (148.3562950140615 -41.28303773518718, 148.35583820656902 -41.28310417495851, 148.35532982403726 -41.28329242060975, 148.35502037380041 -41.28350281216559, 148.35465198066146 -41.28371873963598, 148.3545119912686 -41.28382947139498, 148.35418780530628 -41.28405647091343, 148.35397413728563 -41.28423364072058, 148.35376046926504 -41.284682099645245)"
12,aus4476,0.04034050118906516,0.0347,Medium,1.1603097915649414,1.996000051498413,71.43,-0.44217777962934035,0.3865841776319305,209.0,5375.534153196601,West Tasmania,TAS02.03,TAS02.03.06,0.17678,43.676089274988506,-40.89047245930358,144.6951542452418,2.7551103879566163,6.913880997306178,12.326085356469251,241.7742356962478,244.1603706530845,"LINESTRING (144.67825191763583 -40.9089967828625, 144.68095520168146 -40.90823388281711, 144.68295700062663 -40.90722528958594, 144.68494169017902 -40.90580288837132, 144.68786739632964 -40.902854541152465, 144.69036536766285 -40.899466365817105, 144.69248693235687 -40.89606508395767, 144.69442029373127 -40.89369830936839, 144.69618256117866 -40.89124091282509, 144.6972946717038 -40.8896112205728, 144.6984923291923 -40.88768399301533, 144.69943334579048 -40.886067148076215, 144.70035725299596 -40.88410101140516, 144.70155491048442 -40.88229004437291, 144.70211952044338 -40.88111288922911, 144.70338561550264 -40.87846097950728, 144.70436085088622 -40.87509742898352, 144.7051821017355 -40.87260052904029, 144.7056953835163 -40.87086687472787, 144.70627710286792 -40.867477061269554)"
13,aus4550,0.031022274108145356,0.00095,High,2.7231693267822266,0.5160000324249268,105.27,-1.578194807171526,1.288620433107872,327.0,2136.243605855698,North Tasmania,TAS03.02,TAS03.02.03,0.31644,766.8536730431482,-40.82780270948628,147.65850961533803,1.452689708423421,5.229202489503016,7.622028356207169,222.41484123843796,278.4757308154774,"LINESTRING (147.64991924368852 -40.83444155812057, 147.65103990890998 -40.83399495401107, 147.65163873765422 -40.8334253675932, 147.65232311336197 -40.83281694033251, 147.6532641299601 -40.831878397970485, 147.65407682611306 -40.830952788008425, 147.65476975651708 -40.83003363805701, 147.65615561732525 -40.8297035177111, 147.65704530574536 -40.82958700425548, 147.6592780814919 -40.82737968289045, 147.65968870691654 -40.82671941412981, 147.66108312242105 -40.825152867827946, 147.66139964618586 -40.82460262584129, 147.66194714675208 -40.824401948215915, 147.66365808602146 -40.82341149813863, 147.66544601755788 -40.822848294439105, 147.66690031593683 -40.822142664663716, 147.66739648832498 -40.82157297643234)"
14,aus4200,0.08935660237965452,0.0285,Medium,1.5846657752990723,0.784000039100647,96.5,-0.6706920099054048,0.8584334656400628,356.0,11569.31587740967,East Tasmania,TAS01.02,TAS01.02.01,0.70711,8.43448990129502,-40.86014120106598,148.22017961239908,1.5329643463701643,5.043894302373316,8.26767769592902,164.62186855509538,136.48396953251407,"LINESTRING (148.18226609518965 -40.82725631496523, 148.18228083091523 -40.82785842787398, 148.18291815104573 -40.82875601196774, 148.18485589895698 -40.830782500317525, 148.1868083825938 -40.83234901420467, 148.191229100262 -40.83529239926466, 148.19444148843422 -40.83660796093593, 148.195355103419 -40.837143097196865, 148.19573823228362 -40.837856605491694, 148.19718233338853 -40.8389045568762, 148.19883273465135 -40.83997478799899, 148.19989370689166 -40.84073285792282, 148.20233983733473 -40.84142403176776, 148.20287032345496 -40.841758468137506, 148.2039607671464 -40.84267258560481, 148.20614165452943 -40.843742755888044, 148.2097519072918 -40.84482405622737, 148.21554304743714 -40.84584960313437, 148.21821021376365 -40.846016810364496, 148.22111315169906 -40.84562665950462, 148.22282249586408 -40.84539256788614, 148.22406029681122 -40.846072546014135, 148.2252686263072 -40.847376746833206, 148.22378031802555 -40.8481904659647, 148.22267513860854 -40.84919366757881, 148.22111315169906 -40.85165702043816, 148.22030268679327 -40.85397538652927, 148.2198458793009 -40.85618221734405, 148.2199785008309 -40.85745278355688, 148.21969852204526 -40.85855615023426, 148.2198458793009 -40.85983781572515, 148.2200669151843 -40.860651381821576, 148.21991955792865 -40.86135349247432, 148.22071528710896 -40.86608975876949, 148.22292564594306 -40.87108197394854, 148.22495917607046 -40.87368936527781, 148.22711059200228 -40.87625208574935, 148.22907044350185 -40.8773997066694, 148.22946830809195 -40.877834237553124, 148.23061769468572 -40.87817963186182, 148.23114818080586 -40.87829104899636, 148.23110397362922 -40.87882584863149, 148.2311334450804 -40.87968374735441, 148.23178181700496 -40.88085359133032, 148.23290173214764 -40.88211254317695, 148.2332995967378 -40.8825916070587, 148.23388902576022 -40.88324892162546, 148.23449319050818 -40.8837391180697, 148.23652672063562 -40.8852653882918, 148.2381771218984 -40.886034080403626, 148.23907600115757 -40.886490835255515, 148.24037274500688 -40.8871592513075, 148.24258310384104 -40.8879056412532, 148.24385037623927 -40.888083882382965, 148.24540499528587 -40.88774410981454, 148.2463259781334 -40.88725951313296, 148.24744589327608 -40.88702556863716, 148.24816794382852 -40.88658552794005, 148.24867632636034 -40.88688631556853, 148.24925101965727 -40.88727622342241, 148.25001727738638 -40.88722052244107, 148.2501351631909 -40.887376485070675, 148.25084247801777 -40.888479353175356, 148.25120350329402 -40.88891381132129, 148.2524192006528 -40.88938168613453, 148.25365700159986 -40.889766009399075, 148.25429063779902 -40.88983841788018, 148.25487269895865 -40.88980499859106, 148.25521898850928 -40.889559923288395, 148.25555791019724 -40.88967132126577, 148.25555791019724 -40.88996095512925, 148.25602208555236 -40.89023387818648, 148.2565673073981 -40.89051236994163, 148.25800404064023 -40.89074630211011)"
15,aus4500,0.032482632354991776,0.0021,High,3.0576179027557373,0.5200000405311584,98.77,-1.8037742089005988,1.2162876805908551,408.0,754.4245298575231,North Tasmania,TAS03.01,TAS03.01.02,0.15496,11.959347218241762,-40.853840832279786,145.39059760521837,1.4033720667331107,4.394490481334329,9.965802519682143,230.70149557788343,270.5229098878147,"LINESTRING (145.3893888542234 -40.850737313677826, 145.38909799454754 -40.85140381408987, 145.38908943985126 -40.852364727640115, 145.3898422531298 -40.853730042116744, 145.39071055480898 -40.85456474658711, 145.39197664986827 -40.85542855758204, 145.39286633828837 -40.85578766670364, 145.39351221786256 -40.85587178207236)"
16,aus4547,0.13434520470885505,0.0442,Medium,2.946920156478882,0.4960000216960907,105.73,-1.737453724328322,1.3782344649306444,716.5,779.0355508948968,North Tasmania,TAS03.02,TAS03.02.03,0.20877,19.84134993941006,-40.9797815883922,147.3785655931441,0.7624996222942039,3.271517648515065,5.926207120329749,222.86938920033393,310.41695463649177,"LINESTRING (147.3743981384483 -40.97823367933458, 147.3773238445989 -40.97939618881856, 147.3793598623294 -40.98014535074076, 147.38137877066723 -40.98073950759414, 147.38237111544348 -40.98099783499136, 147.3828159596535 -40.98106241668263)"
17,aus4526,0.04709423044437472,0.0045,High,3.1230432987213135,0.5,98.76,-1.7907221277979286,1.293707025498464,284.0,617.3689283842086,North Tasmania,TAS03.01,TAS03.01.02,0.32988,50.81322698229877,-41.10145861548532,146.04794627759685,0.7528884998902964,3.2126623613126983,6.2555643475325695,207.09641276858758,325.4176736971276,"LINESTRING (146.04477162670833 -41.10011276302556, 146.04673920686812 -41.10132469289094, 146.04940827212826 -41.1020208978064, 146.0505203826533 -41.102098253452574, 146.05132452411 -41.101904864166386)"
18,aus4501,0.06663222125723331,0.0058,High,3.0492806434631348,0.42000001668930054,98.83,-1.793394880658928,1.2200874651818385,447.5,327.1110426791413,North Tasmania,TAS03.01,TAS03.01.02,0.15177,0.3905057214350163,-40.86009336179852,145.41268753133966,1.4033720667331107,4.394490481334329,9.965802519682143,230.70149557788343,270.5229098878147,"LINESTRING (145.41193475644533 -40.85890471679967, 145.4118492094819 -40.85921528147796, 145.41209729567595 -40.85952584470017, 145.4122769442992 -40.85967465572815, 145.41225128021017 -40.85978464627308, 145.41254213988597 -40.85989463663536, 145.41288432773982 -40.860014331822065, 145.41287577304345 -40.860331361271484, 145.41305969901492 -40.86064191926088, 145.41331633990538 -40.860949240837826, 145.41368419184823 -40.86107216906933, 145.41378684820438 -40.86108187391997)"
19,aus4528,0.0416072256790778,0.00635,High,3.13374400138855,0.4000000059604645,98.18,-1.764766490984367,1.3120127667030703,249.0,2408.985392599852,North Tasmania,TAS03.01,TAS03.01.02,0.22688,11.434944934707291,-41.15175704960608,146.18476867435197,0.7528884998902964,3.2126623613126983,6.2555643475325695,207.09641276858758,325.4176736971276,"LINESTRING (146.1708165226815 -41.149912380349505, 146.17495699571333 -41.1505050052941, 146.17937121902827 -41.15158717615332, 146.18354591084545 -41.15238590985354, 146.18796013416033 -41.15272085979947, 146.1924427950461 -41.15241167529479, 146.19521451666245 -41.15215402042693, 146.19815733220577 -41.15156141038806, 146.1987390515573 -41.15132951804513)"
20,aus4565,0.10385449972718029,0.0315,Medium,1.832993745803833,0.6440000534057617,106.56,-0.9909396979027555,0.9622741922386941,433.0,283.3583962406835,East Tasmania,TAS01.02,TAS01.02.01,0.30145,1.3686060637857846,-40.753392655245655,148.03243184145796,1.3812021968707542,4.447358302144351,7.238045928843775,210.55959733124305,265.8008865966689,"LINESTRING (148.03216660187695 -40.752139612153876, 148.0320896096098 -40.752923751644175, 148.03239757867826 -40.75358475460942, 148.03280820410296 -40.75420038871552, 148.03318461074218 -40.754433680150505)"
21,aus4552,0.04625762132399101,0.00595,High,2.7231693267822266,0.4820000231266022,105.27,-1.578194807171526,1.288620433107872,350.0,5652.806662641621,North Tasmania,TAS03.02,TAS03.02.03,0.18049,10.791043712754323,-40.856456985942316,147.71072778470904,1.452689708423421,5.229202489503016,7.622028356207169,222.41484123843796,278.4757308154774,"LINESTRING (147.68825283801837 -40.84086844058947, 147.68889444024435 -40.84245403076308, 147.69113577068723 -40.84425314428614, 147.69206823258895 -40.84473850827433, 147.6925045221027 -40.845353297556436, 147.69209389667807 -40.845883953192946, 147.6918115916986 -40.84648578919925, 147.6924018657465 -40.84730117119859, 147.69290659283104 -40.84787710958063, 147.69282960056387 -40.8487183588957, 147.69373639837664 -40.849973741858804, 147.69584085367796 -40.85181147608577, 147.69693585481033 -40.85258149745709, 147.69957070128518 -40.85465856930017, 147.7004946084906 -40.855745608979056, 147.7030524626983 -40.85786787313561, 147.70528523844476 -40.85929777497571, 147.70705606058857 -40.8602035791758, 147.7097422352415 -40.86121288926463, 147.71170126070487 -40.8617563575574, 147.71295880106786 -40.861821055866656, 147.71598716357465 -40.86234510984235, 147.7173815790791 -40.86233864006545, 147.72256572506527 -40.86226100269351, 147.7252262356291 -40.86189869375432, 147.72701416716552 -40.861406985595394, 147.72946936501705 -40.860882924196936, 147.7316593672819 -40.86004182933423, 147.7346107375215 -40.859323655267616, 147.73775031108076 -40.8587413462541, 147.73874265585707 -40.858301376048864, 147.73905062492548 -40.85804256868074)"
