"ID","Sample_ID","Sample_Type_Code","Project","dataset","Date","Location_Type","latitude","longitude","Contact","num_orig_dists","Measured_Distributions","Grainsize","Mean","Median","Wentworth","Kurtosis","Kurtosis_Class","Skewness","Skewness_Class","Std","Sorting","d5","d10","d16","d25","d30","d50","d65","d75","d84","d90","d95","Notes"
876,"SPIbeach5",1,"SandSnap, image taken by: ","sandsnap",2021-11-08,"Beach?Y",26.12871,-97.16718,"Sandsnap, USACE",8,"d10,d16,d25,d50,d65,d75,d84,d90",,0.795193097714904,,"CoarseSand",0.545201308074134,"VeryPlatykurtic",1.1984638874333,,0.643317552447392,"VeryWellSorted",0.479055608068793,0.518420063735931,0.565657410536497,0.624975826127219,0.657068443871224,0.785438914847245,0.889341646964394,1.01692691932643,1.13175366445225,1.27694158419955,1.39793151732229,
878,"SPI6",1,"SandSnap, image taken by: ","sandsnap",2021-11-08,"Beach?Y",26.12899,-97.16713,"Sandsnap, USACE",8,"d10,d16,d25,d50,d65,d75,d84,d90",,0.795193097714904,,"CoarseSand",0.545201308074134,"VeryPlatykurtic",1.1984638874333,,0.643317552447392,"VeryWellSorted",0.479055608068793,0.518420063735931,0.565657410536497,0.624975826127219,0.657068443871224,0.785438914847245,0.889341646964394,1.01692691932643,1.13175366445225,1.27694158419955,1.39793151732229,
877,"SPI6",1,"SandSnap, image taken by: ","sandsnap",2021-11-08,"Beach?Y",26.12899,-97.16713,"Sandsnap, USACE",8,"d10,d16,d25,d50,d65,d75,d84,d90",,0.795193097714904,,"CoarseSand",0.545201308074134,"VeryPlatykurtic",1.1984638874333,,0.643317552447392,"VeryWellSorted",0.479055608068793,0.518420063735931,0.565657410536497,0.624975826127219,0.657068443871224,0.785438914847245,0.889341646964394,1.01692691932643,1.13175366445225,1.27694158419955,1.39793151732229,
1429,"SPIbeach4",1,"SandSnap, image taken by: ","sandsnap",2021-11-08,"Beach?Y",26.16883,-97.17248,"Sandsnap, USACE",8,"d10,d16,d25,d50,d65,d75,d84,d90",,0.795193097714904,,"CoarseSand",0.545201308074134,"VeryPlatykurtic",1.1984638874333,,0.643317552447392,"VeryWellSorted",0.479055608068793,0.518420063735931,0.565657410536497,0.624975826127219,0.657068443871224,0.785438914847245,0.889341646964394,1.01692691932643,1.13175366445225,1.27694158419955,1.39793151732229,
1430,"SPIbeach3",1,"SandSnap, image taken by: ","sandsnap",2021-11-08,"Beach?Y",26.16885,-97.17284,"Sandsnap, USACE",8,"d10,d16,d25,d50,d65,d75,d84,d90",,0.795193097714904,,"CoarseSand",0.545201308074134,"VeryPlatykurtic",1.1984638874333,,0.643317552447392,"VeryWellSorted",0.479055608068793,0.518420063735931,0.565657410536497,0.624975826127219,0.657068443871224,0.785438914847245,0.889341646964394,1.01692691932643,1.13175366445225,1.27694158419955,1.39793151732229,
7517,"MustangW",1,"SandSnap, image taken by: rose.dopsovic","sandsnap",2021-06-11,"Beach?Y",27.64188,-97.18734,"Sandsnap, USACE",8,"d10,d16,d25,d50,d65,d75,d84,d90",,0.514421601968051,,"CoarseSand",0.545671713755716,"VeryPlatykurtic",1.20500953539714,,0.644532491888034,"VeryWellSorted",0.310436639925233,0.336060246834308,0.366808575125197,0.404900417202184,0.425443975136043,0.507618206871478,0.57467971506686,0.657009847212234,0.731106966143071,0.824599809534865,0.90251051236136,
7518,"MustangD",1,"SandSnap, image taken by: rose.dopsovic","sandsnap",2021-06-11,"Beach?Y",27.64246,-97.18724,"Sandsnap, USACE",8,"d10,d16,d25,d50,d65,d75,d84,d90",,0.530969044920139,,"CoarseSand",0.545671713755716,"VeryPlatykurtic",1.20500953539714,,0.644532491888034,"VeryWellSorted",0.320422481440729,0.346870325069126,0.378607737423202,0.41792488298919,0.439129267279568,0.523946804441082,0.593165485812898,0.678143938245954,0.754624545435704,0.851124780987032,0.931541643946473,
7519,"5_MustangIsland_Dry",1,"Brian McFall/David Young, August 20 2021","sandsnap",2021-04-02,"Beach?Y",27.64272,-97.18775,"Sandsnap, USACE",8,"d10,d16,d25,d50,d65,d75,d84,d90",,0.182342530082397,,"FineSand",0.610105635873583,"VeryPlatykurtic",0.616672836903586,"VeryCoarseSkewed",0.860118683966043,"VeryWellSorted",0.149833333333333,0.154,0.159,0.168,0.1716,0.186,0.194,0.19978947368421,0.205,0.209,0.212333333333333,"Coin: dime;"
7550,"5_MustangIsland_Wet",1,"Brian McFall/David Young, August 20 2021","sandsnap",2021-04-02,"Beach?Y",27.64272,-97.18775,"Sandsnap, USACE",8,"d10,d16,d25,d50,d65,d75,d84,d90",,0.186364203340441,,"FineSand",0.601730155217733,"VeryPlatykurtic",0.864255433733463,"VeryCoarseSkewed",0.837254553067388,"VeryWellSorted",0.150166666666667,0.156,0.163,0.174,0.1772,0.19,0.198,0.20378947368421,0.209,0.225,0.238333333333333,"Coin: dime;"
72102,"ID188_022S",1,"Program: NFWF;Project: Louisiana Barrier Island Comprehensive Monitoring Program (BICM)Project ID: LA-0226","bicms",2015-08-01,"Swash",29.04623,-90.82454,"BICM_Dataset, Organization: CPRA;Contractor: UNO/USGS",3,"d10,d50,d90",,0.204569544384881,,"FineSand",0.438697123477217,"VeryPlatykurtic",282.343749534239,,0.394843402650718,"VeryWellSorted",0.13257,0.13994,0.148784,0.16205,0.16942,0.1989,,0.2653625,0.289289,0.30524,2.80524,"Notes field: Clayey Sand with shell fragments"
