Lat,Lon,Dep,Ele,Type,eMean,gMean,gMed,dataset,SITE,Mean,Grain_Size
34.33748,-119.41106,0,BF,B,0.3494,0.202,0.1993,Barnard_Santa_Barbara,,,0.3494
34.33392,-119.40495,0,BF,E,0.1709,,,Barnard_Santa_Barbara,,,0.1709
34.32853,-119.39887,0,BF,E,0.3191,,,Barnard_Santa_Barbara,,,0.3191
34.31951,-119.39165,0,BF,E,0.3381,,,Barnard_Santa_Barbara,,,0.3381
34.32094,-119.3767,0,BF,E,0.2808,,,Barnard_Santa_Barbara,,,0.2808
34.3195,-119.36983,0,BF,E,0.2076,,,Barnard_Santa_Barbara,,,0.2076
34.30828,-119.35439,0,BF,E,0.3116,,,Barnard_Santa_Barbara,,,0.3116
34.30207,-119.34703,0,BF,E,0.2851,,,Barnard_Santa_Barbara,,,0.2851
34.296,-119.34201,0,BF,E,0.3122,,,Barnard_Santa_Barbara,,,0.3122
34.29134,-119.3381,0,BF,B,0.3114,0.2159,0.2119,Barnard_Santa_Barbara,,,0.3114
34.28409,-119.32164,0,BF,E,0.2883,,,Barnard_Santa_Barbara,,,0.2883
34.27864,-119.31549,0,BF,E,0.3304,,,Barnard_Santa_Barbara,,,0.3304
34.27312,-119.30472,0,BF,E,0.3276,,,Barnard_Santa_Barbara,,,0.3276
34.2752,-119.2928,0,BF,E,0.1684,,,Barnard_Santa_Barbara,,,0.1684
34.2701,-119.282,0,BF,E,0.272,,,Barnard_Santa_Barbara,,,0.272
34.2657,-119.2779,0,BF,E,0.2534,,,Barnard_Santa_Barbara,,,0.2534
34.2545,-119.2707,0,BF,E,0.324,,,Barnard_Santa_Barbara,,,0.324
34.244,-119.2681,0,BF,E,0.2145,,,Barnard_Santa_Barbara,,,0.2145
34.2382,-119.2677,0,BF,E,0.3522,,,Barnard_Santa_Barbara,,,0.3522
34.2277,-119.2656,0,BF,B,0.3812,0.2684,0.2614,Barnard_Santa_Barbara,,,0.3812
34.2203,-119.2619,0,BF,E,0.4015,,,Barnard_Santa_Barbara,,,0.4015
34.2138,-119.2586,0,BF,E,0.242,,,Barnard_Santa_Barbara,,,0.242
34.2021,-119.2517,0,BF,E,0.2609,,,Barnard_Santa_Barbara,,,0.2609
34.19209,-119.24625,0,BF,E,0.3155,,,Barnard_Santa_Barbara,,,0.3155
34.18343,-119.24166,0,BF,E,0.356,,,Barnard_Santa_Barbara,,,0.356
34.1762,-119.23763,0,BF,E,0.2964,,,Barnard_Santa_Barbara,,,0.2964
34.16569,-119.23147,0,BF,E,0.3513,,,Barnard_Santa_Barbara,,,0.3513
34.1564,-119.22499,0,BF,E,0.1773,,,Barnard_Santa_Barbara,,,0.1773
34.1478,-119.2172,0,BF,E,0.5842,,,Barnard_Santa_Barbara,,,0.5842
34.14337,-119.19935,0,BF,E,0.212,,,Barnard_Santa_Barbara,,,0.212
34.13923,-119.19108,0,BF,B,0.2552,0.2688,0.261,Barnard_Santa_Barbara,,,0.2552
34.08819,-119.06486,0,BF,B,0.3986,0.4271,0.4192,Barnard_Santa_Barbara,,,0.3986
34.0856,-119.0551,0,BF,E,0.4206,,,Barnard_Santa_Barbara,,,0.4206
34.0756,-119.0226,0,BF,E,0.4363,,,Barnard_Santa_Barbara,,,0.4363
34.0698,-119.0127,0,BF,E,0.476,,,Barnard_Santa_Barbara,,,0.476
34.0607,-118.9774,0,BF,E,0.4207,,,Barnard_Santa_Barbara,,,0.4207
34.0519,-118.9607,0,BF,E,0.2923,,,Barnard_Santa_Barbara,,,0.2923
34.0457,-118.9316,0,BF,E,0.3734,,,Barnard_Santa_Barbara,,,0.3734
34.0425,-118.9162,0,BF,E,0.3838,,,Barnard_Santa_Barbara,,,0.3838
34.0392,-118.8931,0,BF,E,0.3171,,,Barnard_Santa_Barbara,,,0.3171
34.038,-118.8755,0,BF,E,0.3495,,,Barnard_Santa_Barbara,,,0.3495
34.0378,-118.8742,0,BF,E,0.2673,,,Barnard_Santa_Barbara,,,0.2673
34.0351,-118.8563,0,BF,E,0.2085,,,Barnard_Santa_Barbara,,,0.2085
34.028,-118.8409,0,BF,E,0.2369,,,Barnard_Santa_Barbara,,,0.2369
34.0219,-118.8324,0,BF,E,0.2767,,,Barnard_Santa_Barbara,,,0.2767
34.0163,-118.8247,0,BF,E,0.2719,,,Barnard_Santa_Barbara,,,0.2719
34.0125,-118.8197,0,BF,E,0.4113,,,Barnard_Santa_Barbara,,,0.4113
34.0025,-118.8098,0,BF,E,0.4802,,,Barnard_Santa_Barbara,,,0.4802
34.0012,-118.8079,0,BF,E,0.5593,,,Barnard_Santa_Barbara,,,0.5593
34.41658,-119.83139,0,BF,E,0.3433,,,Barnard_Santa_Barbara,,,0.3433
34.41644,-119.82836,0,BF,E,0.3131,,,Barnard_Santa_Barbara,,,0.3131
34.41636,-119.8295,0,BF,E,0.2359,,,Barnard_Santa_Barbara,,,0.2359
34.41636,-119.83056,0,BF,E,0.3409,,,Barnard_Santa_Barbara,,,0.3409
34.41614,-119.83275,0,BF,E,0.2705,,,Barnard_Santa_Barbara,,,0.2705
34.41592,-119.83383,0,BF,E,0.2999,,,Barnard_Santa_Barbara,,,0.2999
34.41567,-119.83483,0,BF,E,0.254,,,Barnard_Santa_Barbara,,,0.254
34.41539,-119.83581,0,BF,E,0.3406,,,Barnard_Santa_Barbara,,,0.3406
34.415,-119.83686,0,BF,E,0.204,,,Barnard_Santa_Barbara,,,0.204
34.41428,-119.83869,0,BF,E,0.2829,,,Barnard_Santa_Barbara,,,0.2829
34.41311,-119.84039,0,BF,E,0.2139,,,Barnard_Santa_Barbara,,,0.2139
34.41094,-119.8415,0,BF,E,0.2861,,,Barnard_Santa_Barbara,,,0.2861
34.40847,-119.84208,0,BF,E,0.3136,,,Barnard_Santa_Barbara,,,0.3136
34.40558,-119.84367,0,BF,E,0.3407,,,Barnard_Santa_Barbara,,,0.3407
34.40481,-119.84458,0,BF,E,0.2879,,,Barnard_Santa_Barbara,,,0.2879
34.40639,-119.84908,0,BF,E,0.3922,,,Barnard_Santa_Barbara,,,0.3922
34.40697,-119.85108,0,BF,E,0.3064,,,Barnard_Santa_Barbara,,,0.3064
34.40872,-119.85742,0,BF,E,0.3525,,,Barnard_Santa_Barbara,,,0.3525
34.40897,-119.85958,0,BF,E,0.2763,,,Barnard_Santa_Barbara,,,0.2763
34.40919,-119.86186,0,BF,E,0.2836,,,Barnard_Santa_Barbara,,,0.2836
34.40792,-119.87964,0,BF,E,0.3198,,,Barnard_Santa_Barbara,,,0.3198
34.40906,-119.88089,0,BF,E,0.3202,,,Barnard_Santa_Barbara,,,0.3202
34.41058,-119.88225,0,BF,E,0.3531,,,Barnard_Santa_Barbara,,,0.3531
34.41219,-119.88347,0,BF,B,0.3601,0.2912,0.2895,Barnard_Santa_Barbara,,,0.3601
34.41367,-119.88481,0,BF,E,0.3491,,,Barnard_Santa_Barbara,,,0.3491
34.41511,-119.88614,0,BF,E,0.2835,,,Barnard_Santa_Barbara,,,0.2835
34.41658,-119.88767,0,BF,E,0.3445,,,Barnard_Santa_Barbara,,,0.3445
34.41811,-119.88944,0,BF,E,0.4101,,,Barnard_Santa_Barbara,,,0.4101
34.41919,-119.89094,0,BF,E,0.3683,,,Barnard_Santa_Barbara,,,0.3683
34.41994,-119.89306,0,BF,E,0.3824,,,Barnard_Santa_Barbara,,,0.3824
34.42042,-119.89508,0,BF,E,0.3896,,,Barnard_Santa_Barbara,,,0.3896
34.42064,-119.89733,0,BF,E,0.2853,,,Barnard_Santa_Barbara,,,0.2853
34.421,-119.89933,0,BF,E,0.3609,,,Barnard_Santa_Barbara,,,0.3609
34.40689,-119.87814,0,BF,E,0.2434,,,Barnard_Santa_Barbara,,,0.2434
34.40822,-119.87636,0,BF,E,0.2858,,,Barnard_Santa_Barbara,,,0.2858
34.409,-119.87458,0,BF,E,0.2912,,,Barnard_Santa_Barbara,,,0.2912
34.40919,-119.87244,0,BF,E,0.2543,,,Barnard_Santa_Barbara,,,0.2543
34.40922,-119.87031,0,BF,E,0.2142,,,Barnard_Santa_Barbara,,,0.2142
34.40903,-119.86792,0,BF,B,0.1732,0.1692,0.1651,Barnard_Santa_Barbara,,,0.1732
34.40914,-119.86594,0,BF,E,0.1344,,,Barnard_Santa_Barbara,,,0.1344
34.4147,-119.83771,0,BF,E,0.2274,,,Barnard_Santa_Barbara,,,0.2274
34.4143,-119.83855,0,BF,E,0.2311,,,Barnard_Santa_Barbara,,,0.2311
34.41385,-119.83935,0,BF,E,0.2642,,,Barnard_Santa_Barbara,,,0.2642
34.41297,-119.84037,0,BF,E,0.2482,,,Barnard_Santa_Barbara,,,0.2482
34.41229,-119.84089,0,BF,E,0.2359,,,Barnard_Santa_Barbara,,,0.2359
34.4114,-119.84135,0,BF,E,0.2573,,,Barnard_Santa_Barbara,,,0.2573
34.41047,-119.84152,0,BF,E,0.2749,,,Barnard_Santa_Barbara,,,0.2749
34.40955,-119.8419,0,BF,E,0.1988,,,Barnard_Santa_Barbara,,,0.1988
34.40866,-119.84217,0,BF,E,0.299,,,Barnard_Santa_Barbara,,,0.299
34.40746,-119.84252,0,BF,E,0.3338,,,Barnard_Santa_Barbara,,,0.3338
34.40611,-119.84355,0,BF,E,0.3478,,,Barnard_Santa_Barbara,,,0.3478
34.40544,-119.84373,0,BF,E,0.2538,,,Barnard_Santa_Barbara,,,0.2538
34.40467,-119.84438,0,BF,E,0.2552,,,Barnard_Santa_Barbara,,,0.2552
34.40515,-119.84562,0,BF,E,0.2768,,,Barnard_Santa_Barbara,,,0.2768
34.4056,-119.84663,0,BF,E,0.2443,,,Barnard_Santa_Barbara,,,0.2443
34.40599,-119.84772,0,BF,E,0.2463,,,Barnard_Santa_Barbara,,,0.2463
34.40646,-119.84887,0,BF,E,0.2655,,,Barnard_Santa_Barbara,,,0.2655
34.40702,-119.85019,0,BF,E,0.2234,,,Barnard_Santa_Barbara,,,0.2234
34.4077,-119.85207,0,BF,E,0.2096,,,Barnard_Santa_Barbara,,,0.2096
34.40845,-119.85441,0,BF,E,0.2295,,,Barnard_Santa_Barbara,,,0.2295
34.40884,-119.85639,0,BF,E,0.2564,,,Barnard_Santa_Barbara,,,0.2564
34.40902,-119.85933,0,BF,E,0.1846,,,Barnard_Santa_Barbara,,,0.1846
34.40936,-119.86251,0,BF,E,0.2527,,,Barnard_Santa_Barbara,,,0.2527
34.4092,-119.86549,0,BF,E,0.2447,,,Barnard_Santa_Barbara,,,0.2447
34.40903,-119.86707,0,BF,E,0.2556,,,Barnard_Santa_Barbara,,,0.2556
34.40912,-119.86957,0,BF,E,0.2189,,,Barnard_Santa_Barbara,,,0.2189
34.40917,-119.87205,0,BF,E,0.2544,,,Barnard_Santa_Barbara,,,0.2544
34.40859,-119.87559,0,BF,E,0.2405,,,Barnard_Santa_Barbara,,,0.2405
34.40669,-119.87862,0,BF,E,0.1671,,,Barnard_Santa_Barbara,,,0.1671
34.40768,-119.88029,0,BF,E,0.2181,,,Barnard_Santa_Barbara,,,0.2181
34.40925,-119.88161,0,BF,E,0.2681,,,Barnard_Santa_Barbara,,,0.2681
34.41225,-119.88408,0,BF,E,0.2493,,,Barnard_Santa_Barbara,,,0.2493
34.4144,-119.88605,0,BF,E,0.252,,,Barnard_Santa_Barbara,,,0.252
34.41678,-119.82696,0,BF,E,0.2677,,,Barnard_Santa_Barbara,,,0.2677
34.41658,-119.82857,0,BF,E,0.375,,,Barnard_Santa_Barbara,,,0.375
34.41649,-119.83083,0,BF,E,0.3174,,,Barnard_Santa_Barbara,,,0.3174
34.4159,-119.83452,0,BF,E,0.4126,,,Barnard_Santa_Barbara,,,0.4126
34.41558,-119.83569,0,BF,E,0.2472,,,Barnard_Santa_Barbara,,,0.2472
34.41502,-119.83689,0,BF,E,0.2721,,,Barnard_Santa_Barbara,,,0.2721
34.41636,-119.82775,0,BF,E,0.3069,,,Barnard_Santa_Barbara,,,0.3069
34.41664,-119.82827,0,BF,E,0.3452,,,Barnard_Santa_Barbara,,,0.3452
34.41634,-119.82844,0,BF,E,0.2455,,,Barnard_Santa_Barbara,,,0.2455
34.41628,-119.82941,0,BF,E,0.2128,,,Barnard_Santa_Barbara,,,0.2128
34.41619,-119.8318,0,BF,E,0.2631,,,Barnard_Santa_Barbara,,,0.2631
34.41607,-119.83274,0,BF,E,0.2375,,,Barnard_Santa_Barbara,,,0.2375
34.41588,-119.83388,0,BF,E,0.3378,,,Barnard_Santa_Barbara,,,0.3378
34.41555,-119.83508,0,BF,E,0.2554,,,Barnard_Santa_Barbara,,,0.2554
34.41528,-119.8358,0,BF,E,0.1581,,,Barnard_Santa_Barbara,,,0.1581
34.41495,-119.83682,0,BF,E,0.2552,,,Barnard_Santa_Barbara,,,0.2552
34.41425,-119.83839,0,BF,E,0.169,,,Barnard_Santa_Barbara,,,0.169
34.41048,-119.84151,0,BF,E,0.1917,,,Barnard_Santa_Barbara,,,0.1917
34.40505,-119.84343,0,BF,E,0.2752,,,Barnard_Santa_Barbara,,,0.2752
34.40456,-119.84455,0,BF,E,0.2657,,,Barnard_Santa_Barbara,,,0.2657
34.40548,-119.84704,0,BF,E,0.295,,,Barnard_Santa_Barbara,,,0.295
34.40704,-119.85091,0,BF,E,0.3221,,,Barnard_Santa_Barbara,,,0.3221
34.40823,-119.85547,0,BF,E,0.2774,,,Barnard_Santa_Barbara,,,0.2774
34.40929,-119.86248,0,BF,E,0.2243,,,Barnard_Santa_Barbara,,,0.2243
34.40909,-119.86957,0,BF,E,0.2043,,,Barnard_Santa_Barbara,,,0.2043
34.40905,-119.87292,0,BF,E,0.2706,,,Barnard_Santa_Barbara,,,0.2706
34.40767,-119.87981,0,BF,E,0.2793,,,Barnard_Santa_Barbara,,,0.2793
34.40874,-119.881,0,BF,E,0.2767,,,Barnard_Santa_Barbara,,,0.2767
34.40897,-119.88107,0,BF,E,0.2368,,,Barnard_Santa_Barbara,,,0.2368
34.41043,-119.88237,0,BF,E,0.2277,,,Barnard_Santa_Barbara,,,0.2277
34.41248,-119.88399,0,BF,E,0.2514,,,Barnard_Santa_Barbara,,,0.2514
34.41421,-119.88553,0,BF,E,0.2213,,,Barnard_Santa_Barbara,,,0.2213
34.39608,-119.53572,0,BF,E,0.243,,,Barnard_Santa_Barbara,,,0.243
34.39608,-119.5345,0,BF,E,0.2932,,,Barnard_Santa_Barbara,,,0.2932
34.39611,-119.53453,0,BF,E,0.2858,,,Barnard_Santa_Barbara,,,0.2858
34.39589,-119.53342,0,BF,E,0.326,,,Barnard_Santa_Barbara,,,0.326
34.39561,-119.53167,0,BF,E,0.3297,,,Barnard_Santa_Barbara,,,0.3297
34.39514,-119.5305,0,BF,E,0.3367,,,Barnard_Santa_Barbara,,,0.3367
34.39467,-119.52919,0,BF,E,0.2677,,,Barnard_Santa_Barbara,,,0.2677
34.39422,-119.52803,0,BF,E,0.4318,,,Barnard_Santa_Barbara,,,0.4318
34.39369,-119.52694,0,BF,E,0.3887,,,Barnard_Santa_Barbara,,,0.3887
34.39333,-119.52619,0,BF,B,0.2435,0.2538,0.2499,Barnard_Santa_Barbara,,,0.2435
34.39286,-119.52528,0,BF,E,0.3309,,,Barnard_Santa_Barbara,,,0.3309
34.39197,-119.52419,0,BF,E,0.4087,,,Barnard_Santa_Barbara,,,0.4087
34.39172,-119.52322,0,BF,E,0.3925,,,Barnard_Santa_Barbara,,,0.3925
34.39078,-119.52156,0,BF,E,0.3426,,,Barnard_Santa_Barbara,,,0.3426
34.38958,-119.52008,0,BF,E,0.3306,,,Barnard_Santa_Barbara,,,0.3306
34.38853,-119.51833,0,BF,E,0.271,,,Barnard_Santa_Barbara,,,0.271
34.38711,-119.51342,0,BF,E,0.2384,,,Barnard_Santa_Barbara,,,0.2384
34.39623,-119.53488,0,BF,E,0.2914,,,Barnard_Santa_Barbara,,,0.2914
34.39612,-119.53442,0,BF,E,0.3068,,,Barnard_Santa_Barbara,,,0.3068
34.39605,-119.53402,0,BF,E,0.2746,,,Barnard_Santa_Barbara,,,0.2746
34.39601,-119.53364,0,BF,E,0.2576,,,Barnard_Santa_Barbara,,,0.2576
34.39589,-119.53268,0,BF,E,0.2466,,,Barnard_Santa_Barbara,,,0.2466
34.39573,-119.53183,0,BF,E,0.2359,,,Barnard_Santa_Barbara,,,0.2359
34.39549,-119.53098,0,BF,E,0.2515,,,Barnard_Santa_Barbara,,,0.2515
34.39518,-119.53001,0,BF,E,0.2366,,,Barnard_Santa_Barbara,,,0.2366
34.39482,-119.52912,0,BF,E,0.2237,,,Barnard_Santa_Barbara,,,0.2237
34.39453,-119.5284,0,BF,E,0.2438,,,Barnard_Santa_Barbara,,,0.2438
34.39421,-119.52757,0,BF,E,0.2458,,,Barnard_Santa_Barbara,,,0.2458
34.39383,-119.52668,0,BF,E,0.2746,,,Barnard_Santa_Barbara,,,0.2746
34.39339,-119.52591,0,BF,E,0.2475,,,Barnard_Santa_Barbara,,,0.2475
34.39296,-119.52513,0,BF,E,0.2532,,,Barnard_Santa_Barbara,,,0.2532
34.39247,-119.52417,0,BF,E,0.2581,,,Barnard_Santa_Barbara,,,0.2581
34.39204,-119.52341,0,BF,E,0.2456,,,Barnard_Santa_Barbara,,,0.2456
34.39159,-119.52262,0,BF,E,0.2654,,,Barnard_Santa_Barbara,,,0.2654
34.39108,-119.52188,0,BF,E,0.2278,,,Barnard_Santa_Barbara,,,0.2278
34.39049,-119.52116,0,BF,E,0.2437,,,Barnard_Santa_Barbara,,,0.2437
34.38994,-119.52036,0,BF,E,0.2952,,,Barnard_Santa_Barbara,,,0.2952
34.38949,-119.51962,0,BF,E,0.2157,,,Barnard_Santa_Barbara,,,0.2157
34.38902,-119.51901,0,BF,E,0.2129,,,Barnard_Santa_Barbara,,,0.2129
34.38857,-119.51834,0,BF,E,0.2372,,,Barnard_Santa_Barbara,,,0.2372
34.38796,-119.51742,0,BF,E,0.2568,,,Barnard_Santa_Barbara,,,0.2568
34.38742,-119.51641,0,BF,E,0.2806,,,Barnard_Santa_Barbara,,,0.2806
34.38745,-119.5151,0,BF,E,0.2517,,,Barnard_Santa_Barbara,,,0.2517
34.38727,-119.514,0,BF,E,0.3363,,,Barnard_Santa_Barbara,,,0.3363
34.38714,-119.51315,0,BF,E,0.275,,,Barnard_Santa_Barbara,,,0.275
34.38682,-119.51227,0,BF,E,0.2687,,,Barnard_Santa_Barbara,,,0.2687
34.39605,-119.53397,0,BF,E,0.2875,,,Barnard_Santa_Barbara,,,0.2875
34.39594,-119.53305,0,BF,E,0.2434,,,Barnard_Santa_Barbara,,,0.2434
34.39577,-119.53282,0,BF,E,0.339,,,Barnard_Santa_Barbara,,,0.339
34.39571,-119.53243,0,BF,E,0.289,,,Barnard_Santa_Barbara,,,0.289
34.39532,-119.53098,0,BF,E,0.2825,,,Barnard_Santa_Barbara,,,0.2825
34.39511,-119.53037,0,BF,E,0.2905,,,Barnard_Santa_Barbara,,,0.2905
34.39478,-119.5294,0,BF,E,0.3197,,,Barnard_Santa_Barbara,,,0.3197
34.39493,-119.52928,0,BF,E,0.2708,,,Barnard_Santa_Barbara,,,0.2708
34.39438,-119.5281,0,BF,E,0.4838,,,Barnard_Santa_Barbara,,,0.4838
34.39381,-119.52691,0,BF,E,0.3126,,,Barnard_Santa_Barbara,,,0.3126
34.39307,-119.52568,0,BF,E,0.3576,,,Barnard_Santa_Barbara,,,0.3576
34.39266,-119.52397,0,BF,E,0.3092,,,Barnard_Santa_Barbara,,,0.3092
34.39221,-119.52341,0,BF,E,0.2024,,,Barnard_Santa_Barbara,,,0.2024
34.39157,-119.5222,0,BF,E,0.2043,,,Barnard_Santa_Barbara,,,0.2043
34.39026,-119.52036,0,BF,E,0.2439,,,Barnard_Santa_Barbara,,,0.2439
34.3886,-119.51766,0,BF,E,0.2166,,,Barnard_Santa_Barbara,,,0.2166
34.38755,-119.51446,0,BF,E,0.2833,,,Barnard_Santa_Barbara,,,0.2833
34.24489,-119.26769,0,BF,B,1.0459,0.4796,0.4773,Barnard_Santa_Barbara,,,1.0459
34.20672,-119.25422,0,BF,E,0.8116,,,Barnard_Santa_Barbara,,,0.8116
34.21486,-119.25853,0,BF,E,0.6368,,,Barnard_Santa_Barbara,,,0.6368
34.21917,-119.26108,0,BF,E,0.5703,,,Barnard_Santa_Barbara,,,0.5703
34.22361,-119.26389,0,BF,E,0.4259,,,Barnard_Santa_Barbara,,,0.4259
34.22756,-119.26536,0,BF,E,0.3927,,,Barnard_Santa_Barbara,,,0.3927
34.23144,-119.26692,0,BF,B,0.3685,0.245,0.241,Barnard_Santa_Barbara,,,0.3685
34.23492,-119.26722,0,BF,E,0.294,,,Barnard_Santa_Barbara,,,0.294
34.23803,-119.26722,0,BF,E,0.3262,,,Barnard_Santa_Barbara,,,0.3262
34.24208,-119.26739,0,BF,E,0.5609,,,Barnard_Santa_Barbara,,,0.5609
34.27397,-119.28894,0,BF,E,0.2906,,,Barnard_Santa_Barbara,,,0.2906
34.27067,-119.28361,0,BF,B,0.3049,0.2885,0.2813,Barnard_Santa_Barbara,,,0.3049
34.26611,-119.27825,0,BF,E,0.3045,,,Barnard_Santa_Barbara,,,0.3045
34.26006,-119.27339,0,BF,E,0.3519,,,Barnard_Santa_Barbara,,,0.3519
34.25603,-119.27114,0,BF,E,0.3247,,,Barnard_Santa_Barbara,,,0.3247
34.27394,-119.30092,0,BF,E,0.5451,,,Barnard_Santa_Barbara,,,0.5451
34.27308,-119.30528,0,BF,E,0.4311,,,Barnard_Santa_Barbara,,,0.4311
34.27372,-119.30608,0,BF,E,0.4251,,,Barnard_Santa_Barbara,,,0.4251
34.27453,-119.30844,0,BF,E,0.4364,,,Barnard_Santa_Barbara,,,0.4364
34.27536,-119.29169,0,BF,E,0.3482,,,Barnard_Santa_Barbara,,,0.3482
34.2203,-119.2619,0,BF,E,0.4015,,,Barnard_Santa_Barbara,,,0.4015
